Station,Latitude,Longitude,Cluster,CurrentInventory,OptimalInventory,InventoryDiff,BCRF
1021,40.7263,-73.9862,2,67,86,-19,0.000457018
1023,40.7564,-73.9941,2,9,23,-14,0.00105476
1026,40.6563,-73.9773,2,9,17,-8,0.000901042
1030,40.692,-73.9813,2,11,7,4,0.00055375
1035,40.6899,-73.981,2,58,11,47,0.00123869
1037,40.6804,-73.9477,2,1,3,-2,0.00129333
1038,40.6787,-73.996,2,13,9,4,0.000223333
1040,40.6705,-73.9821,2,15,18,-3,0.00112333
1043,40.6667,-73.9397,2,14,15,-1,0.000231667
1051,40.6737,-73.9632,2,4,19,-15,0.000811444
1052,40.719,-73.9585,2,11,12,-1,0.000185
1056,40.6712,-73.9748,2,3,15,-12,0.000651111
1059,40.6524,-73.9562,2,9,17,-8,0.000847917
1062,40.6662,-73.9316,2,5,14,-9,0.000747352
1064,40.6577,-73.9398,2,17,19,-2,0.000123417
1065,40.7219,-74.0077,2,51,5,46,0.000842717
1066,40.7131,-73.9985,2,40,44,-4,0.000854167
1068,40.6798,-73.9847,2,27,16,11,0.00108773
1073,40.7403,-73.9841,2,3,4,-1,0.000365
1075,40.658,-73.9605,2,7,21,-14,0.00100595
1077,40.7382,-73.9774,2,11,21,-10,0.000757333
1080,40.6604,-73.9568,2,11,20,-9,0.000795907
1083,40.7303,-73.9805,2,17,23,-6,0.000333889
1084,40.666,-73.9284,2,13,17,-4,0.000752458
1091,40.7153,-74.0166,2,10,4,6,0.000653333
1092,40.65,-73.933,2,13,14,-1,7.25e-05
1095,40.7105,-73.9609,2,8,34,-26,0.000919423
1098,40.7059,-74.0132,2,55,3,52,0.00117478
1101,40.678,-73.9624,2,5,7,-2,0.000403333
1102,40.6573,-73.9742,2,19,31,-12,0.000756667
1106,40.649,-73.9767,2,15,2,13,0.000850256
1107,40.6751,-73.9752,2,7,4,3,0.000440556
1109,40.7234,-73.9886,2,55,28,27,0.000557037
1110,40.6741,-73.9787,2,13,18,-5,0.00121633
1111,40.7107,-73.9597,2,30,32,-2,0.000164167
1114,40.7108,-73.994,2,40,36,4,0.000908333
1115,40.6922,-73.9843,2,14,18,-4,9.20833e-05
1116,40.7191,-74.0067,2,23,18,5,0.000299
1117,40.766,-73.9874,2,2,14,-12,0.00177389
1122,40.6714,-74.0013,2,23,2,21,0.00095127
1124,40.6999,-73.9897,2,3,4,-1,0.0002905
1125,40.6557,-74.0067,2,28,7,21,0.000934603
1132,40.6886,-73.9852,2,16,9,7,0.000504048
1133,40.7088,-73.951,2,14,15,-1,1e-05
1137,40.6451,-73.9797,2,2,9,-7,0.000506952
1139,40.7223,-73.9915,2,37,36,1,8.83333e-05
1140,40.7141,-73.9929,2,24,28,-4,0.000582083
1141,40.7563,-73.9642,2,6,32,-26,0.0011066
1142,40.7099,-73.9916,2,34,25,9,0.00195741
1144,40.6716,-73.9338,2,1,15,-14,0.00097194
1148,40.6861,-73.9263,2,4,14,-10,0.000883167
1149,40.6802,-73.9843,2,25,3,22,0.00108894
1153,40.744,-73.9914,2,10,25,-15,0.000540222
1157,40.715,-74.0125,2,16,5,11,2.30303e-05
1164,40.6822,-73.954,2,1,17,-16,0.00100177
1165,40.7619,-73.9772,2,0,5,-5,0.002067
1166,40.7071,-73.958,2,9,28,-19,0.000649061
1169,40.749,-73.9885,2,10,73,-63,0.00118431
1170,40.6768,-73.9833,2,23,11,12,0.000370847
1171,40.7129,-74.0102,2,8,18,-10,0.000477333
1172,40.6397,-74.009,2,8,23,-15,0.000590078
1175,40.6651,-73.9764,2,2,21,-19,0.00118465
1178,40.703,-73.9847,2,42,9,33,0.000788939
1179,40.6705,-73.9854,2,24,25,-1,0.000221667
1180,40.6663,-73.989,2,11,6,5,0.000665667
1182,40.7526,-73.975,2,1,10,-9,0.00250685
1183,40.6662,-73.982,2,0,8,-8,0.00301354
1191,40.7149,-74.0023,2,64,3,61,0.000888087
1197,40.6812,-74.0086,2,14,14,0,0
1203,40.6805,-73.9647,2,9,22,-13,0.000977564
1205,40.7193,-73.9818,2,9,11,-2,0.000481667
1208,40.6954,-73.9934,2,10,21,-11,0.000603788
1209,40.7444,-73.983,2,8,42,-34,0.000933333
1211,40.675,-73.9711,2,0,10,-10,0.0023885
1214,40.6883,-73.9955,2,36,38,-2,8.75e-05
1215,40.68,-73.9385,2,10,20,-10,0.0005193
1222,40.7262,-73.9951,2,46,37,9,6.61111e-05
1228,40.6731,-73.9419,2,5,13,-8,0.00062375
1229,40.7177,-73.9488,2,28,35,-7,0.000807381
1230,40.7551,-73.975,2,0,6,-6,0.00294722
1231,40.7232,-73.9948,2,22,32,-10,0.000707667
1232,40.7403,-73.9607,2,11,22,-11,0.000806364
1233,40.7359,-74.0009,2,34,47,-13,0.000524231
1238,40.7375,-74.0056,2,28,41,-13,0.000995385
1239,40.7217,-74.0024,2,24,12,12,0.000525694
1240,40.6896,-73.983,2,22,6,16,0.00138177
1241,40.7297,-73.9807,2,30,72,-42,0.00134321
1244,40.6696,-73.9424,2,4,23,-19,0.00247096
1250,40.7551,-73.9866,2,2,12,-10,0.001403
1252,40.6709,-73.9222,2,1,17,-16,0.000950635
1255,40.6635,-73.991,2,23,22,1,0.00085
1257,40.7383,-73.9901,2,63,20,43,0.00123527
1259,40.6662,-73.9955,2,18,2,16,0.000803562
1260,40.7013,-73.9847,2,37,1,36,0.00078375
1262,40.6824,-73.9441,2,10,12,-2,0.000280833
1265,40.7169,-73.9632,2,37,11,26,0.000805833
1269,40.7004,-73.9955,2,19,32,-13,0.000600897
1270,40.6867,-73.9906,2,46,5,41,0.00100093
1271,40.6525,-74.0136,2,18,5,13,0.000729821
1273,40.6611,-73.9795,2,1,6,-5,0.00355233
1274,40.7564,-73.99,2,10,92,-82,0.000395528
1276,40.7037,-74.0117,2,19,3,16,0.00106635
1283,40.6705,-73.9888,2,27,23,4,0.00018375
1285,40.6424,-74.0133,2,1,26,-25,0.000634387
1286,40.7086,-74.0094,2,14,10,4,0.000158333
1289,40.6828,-73.9999,2,24,22,2,0.00143417
1290,40.7142,-73.9967,2,39,44,-5,0.000694667
1292,40.7365,-74.0062,2,16,23,-7,0.000988333
1295,40.6801,-73.9317,2,1,3,-2,0.00123417
1298,40.6862,-73.9965,2,24,20,4,0.00186125
1299,40.7127,-74.0046,2,6,15,-9,0.000370741
1301,40.6957,-73.9713,2,12,6,6,0.000291028
1307,40.6984,-73.9807,2,50,18,32,0.000570729
1308,40.6638,-73.984,2,0,12,-12,0.00102764
1309,40.6826,-73.938,2,4,15,-11,0.000605909
1314,40.7521,-73.9816,2,1,4,-3,0.00192778
1317,40.7601,-73.9946,2,42,77,-35,0.00031
1320,40.6655,-73.993,2,22,8,14,0.000939107
1322,40.7077,-73.9402,2,14,36,-22,0.00091803
1323,40.6943,-73.9923,2,0,21,-21,0.000907619
1329,40.6827,-73.9293,2,7,12,-5,0.000593667
1330,40.7066,-73.9683,2,0,37,-37,0.000988829
1332,40.6465,-74.0261,2,11,0,11,0.000615348
1333,40.7617,-73.9826,2,3,5,-2,0.0006175
1337,40.7122,-73.9795,2,28,30,-2,0.000518333
1339,40.6868,-73.9593,2,8,12,-4,0.00038625
1340,40.743,-73.9771,2,29,45,-16,0.000347083
1341,40.753,-73.9873,2,1,9,-8,0.00273917
1343,40.7172,-73.988,2,45,33,12,0.000478333
1347,40.6782,-74.017,2,16,13,3,0.000285167
1351,40.6953,-73.9524,2,12,16,-4,0.000433708
1353,40.6758,-74.0147,2,2,2,0,0
1356,40.7566,-73.9979,2,24,29,-5,0.000438
1359,40.7322,-74.0003,2,59,73,-14,0.000905
1362,40.7064,-74.0056,2,75,33,42,0.000737857
1364,40.6613,-73.9535,2,18,19,-1,0.000208333
1365,40.6789,-73.9414,2,7,14,-7,0.000594881
1367,40.7603,-73.9988,2,16,36,-20,0.000881667
1372,40.7147,-73.9666,2,35,41,-6,0.000425278
1378,40.686,-73.9715,2,7,22,-15,0.000823333
1383,40.7394,-73.9993,2,17,66,-49,0.000752061
1386,40.7532,-73.9703,2,6,57,-51,0.00086866
1387,40.6487,-73.9608,2,14,21,-7,0.000976143
1388,40.7576,-73.991,2,24,27,-3,0.000194444
1389,40.6571,-74.0087,2,41,1,40,0.000837875
1390,40.755,-73.9801,2,4,11,-7,0.000613333
1392,40.7553,-73.9832,2,7,7,0,0
1394,40.6705,-73.9582,2,0,6,-6,0.00243147
1396,40.6541,-74.0011,2,18,3,15,0.000756267
1409,40.6776,-73.9496,2,4,4,0,0
1410,40.7185,-73.9833,2,33,41,-8,0.000244167
1411,40.6947,-73.9343,2,11,18,-7,0.00056881
1413,40.7449,-73.9953,2,12,47,-35,0.000775714
1417,40.7583,-73.9707,2,2,4,-2,0.000564167
1418,40.717,-74.0092,2,34,37,-3,0.000202778
1421,40.6725,-74.0049,2,11,10,1,8.78333e-05
1423,40.6769,-73.9333,2,2,6,-4,0.000518708
1427,40.7288,-74.0086,2,72,17,55,0.00112845
1429,40.6897,-73.9753,2,10,7,3,0.000272222
1430,40.7112,-73.9968,2,29,29,0,0
1431,40.7084,-74.0049,2,29,55,-26,0.00136494
1439,40.7329,-74.0071,2,64,60,4,0.000245833
1440,40.7298,-73.9955,2,7,16,-9,0.000977222
1444,40.6728,-73.9835,2,12,27,-15,0.000805444
1447,40.7184,-73.9615,2,33,8,25,0.000721267
1448,40.677,-74.0065,2,17,16,1,0.0001465
1449,40.6859,-74.0024,2,15,14,1,8.66667e-05
1452,40.7393,-74.0081,2,19,44,-25,0.0011626
1453,40.7284,-73.9871,2,59,66,-7,0.000623333
1454,40.6722,-73.9609,2,5,10,-5,0.000327667
1455,40.6424,-74.0255,2,32,4,28,0.000611327
1456,40.7415,-73.9833,2,2,71,-69,0.000962705
1459,40.6752,-73.936,2,1,12,-11,0.000776727
1460,40.6838,-73.9763,2,43,17,26,0.000289487
1466,40.7497,-73.9952,2,24,62,-38,0.00111921
1468,40.6449,-74.0145,2,5,16,-11,0.000404712
1469,40.7507,-74.0018,2,26,41,-15,0.00105344
1471,40.695,-73.9283,2,9,23,-14,0.000988476
1472,40.7083,-74.0171,2,50,62,-12,9.86111e-05
1473,40.7221,-73.9891,2,42,19,23,0.000838116
1480,40.7294,-73.9777,2,26,30,-4,0.000449583
1484,40.7248,-73.9843,2,29,43,-14,0.000968095
1492,40.7434,-73.9596,2,6,20,-14,0.000947738
1496,40.7145,-74.0056,2,16,7,9,0.000578148
1498,40.6874,-73.9818,2,9,5,4,0.000879167
1503,40.7161,-73.9919,2,104,110,-6,0.000459167
1504,40.681,-73.971,2,17,13,4,0.000289583
1505,40.6605,-73.9626,2,17,7,10,0.000973
1511,40.6864,-73.9876,2,59,66,-7,0.00019319
1512,40.7014,-73.9877,2,45,7,38,0.000765789
1513,40.7552,-74.0006,2,1,11,-10,0.00134167
1514,40.7578,-73.9793,2,2,4,-2,0.000570833
1515,40.6438,-73.9774,2,14,19,-5,0.0007624
1516,40.7224,-74.0057,2,8,12,-4,0.00013625
1518,40.6918,-73.9788,2,26,26,0,0
1525,40.7251,-73.9993,2,31,12,19,0.000930702
1527,40.657,-73.9982,2,11,16,-5,0.000506967
1532,40.682,-73.9803,2,1,24,-23,0.00130551
1533,40.6832,-73.966,2,1,23,-22,0.00173811
1535,40.716,-73.9997,2,39,31,8,0.00116312
1536,40.6474,-74.0009,2,15,18,-3,0.000703889
1538,40.6849,-73.963,2,11,12,-1,0.00031
1542,40.6629,-73.9402,2,15,17,-2,0.000503333
1543,40.6737,-73.9856,2,34,34,0,0
1551,40.6688,-73.9664,2,0,28,-28,0.000831375
1552,40.7295,-73.9843,2,54,54,0,0
1553,40.7117,-73.9514,2,15,18,-3,0.000546667
1554,40.6924,-73.9863,2,5,20,-15,0.00156933
1555,40.7528,-73.9928,2,3,21,-18,0.000900278
1556,40.6517,-73.976,2,14,2,12,0.000855278
1558,40.7317,-73.9612,2,49,49,0,0
1560,40.7027,-73.9925,2,15,6,9,0.000572963
1561,40.7383,-73.9875,2,1,18,-17,0.00304275
1562,40.7031,-74.0132,2,20,3,17,0.000675686
1567,40.7243,-74.0047,2,42,10,32,0.000746562
1568,40.7433,-74.0068,2,27,10,17,0.00177627
1569,40.6842,-73.9692,2,35,70,-35,0.00116948
1570,40.7394,-73.9768,2,6,12,-6,0.000333333
1575,40.7295,-73.9908,2,74,18,56,0.000632292
1583,40.7223,-74.0106,2,32,3,29,0.000738563
1584,40.6448,-73.9613,2,14,14,0,0
1587,40.7538,-73.9994,2,2,5,-3,0.00154944
1590,40.6801,-73.9918,2,17,21,-4,0.000846667
1595,40.6514,-74.0072,2,19,16,3,0.000581222
1598,40.664,-73.9477,2,19,19,0,0
1605,40.6773,-74.0128,2,30,34,-4,0.000988333
1606,40.6526,-73.9726,2,27,28,-1,0.000526333
1607,40.7249,-74.0017,2,52,31,21,0.000552698
1609,40.65,-74.0051,2,19,20,-1,0.00012
1610,40.7223,-73.9767,2,32,35,-3,0.000655
1612,40.7292,-73.9981,2,35,47,-12,0.000579028
1613,40.7271,-73.9966,2,35,23,12,0.000185417
1615,40.7174,-73.9996,2,34,13,21,0.00070373
1616,40.7406,-73.9985,2,26,40,-14,0.000719405
1618,40.7187,-74.009,2,30,35,-5,0.000279
1619,40.7178,-73.9763,2,13,13,0,0
1621,40.7311,-74.0089,2,50,23,27,0.000877531
1622,40.6854,-73.983,2,11,12,-1,0.00025
1628,40.6918,-73.9737,2,18,19,-1,0.000145
1631,40.7352,-74.0003,2,15,52,-37,0.000899369
1633,40.6548,-73.9732,2,31,33,-2,0.000557917
1636,40.7271,-74.003,2,40,39,1,5.16667e-05
1637,40.7109,-73.9683,2,23,30,-7,0.000469524
1638,40.6864,-73.9938,2,19,20,-1,2.66667e-05
1639,40.6978,-73.9737,2,2,42,-40,0.00128887
1640,40.6497,-73.9678,2,13,18,-5,0.0005832
1641,40.6534,-73.9763,2,16,18,-2,0.00031425
1644,40.6651,-73.9482,2,3,17,-14,0.000791869
1645,40.7323,-73.9985,2,30,21,9,0.000612593
1646,40.739,-74.0026,2,51,43,8,0.000242708
1650,40.7112,-74.0002,2,25,21,4,0.000542917
1653,40.6727,-74.0088,2,10,0,10,0.000798167
1654,40.6556,-73.9597,2,9,19,-10,0.00066575
1655,40.6648,-73.9427,2,5,9,-4,0.000434583
1656,40.6933,-73.9689,2,22,23,-1,5.66667e-05
1667,40.7597,-73.9781,2,6,8,-2,0.0004475
1671,40.6851,-73.9538,2,7,14,-7,0.000332619
1672,40.6496,-73.9632,2,19,24,-5,0.0003214
1674,40.6448,-73.9385,2,14,21,-7,0.00581164
1675,40.723,-73.98,2,33,42,-9,0.000679074
1684,40.6719,-73.9936,2,10,5,5,0.000492333
1685,40.7199,-74.0086,2,38,18,20,1.01667e-05
1686,40.717,-73.9564,2,14,15,-1,9e-05
1688,40.75,-73.9691,2,6,7,-1,0.000125
1691,40.6985,-73.9838,2,51,48,3,0.00186722
1694,40.6474,-74.0188,2,23,2,21,0.00103052
1696,40.7319,-74.0088,2,52,54,-2,0.000654167
1697,40.6711,-73.9422,2,6,14,-8,0.000689167
1701,40.7017,-73.9437,2,11,18,-7,0.000539286
1702,40.7414,-73.9754,2,7,21,-14,0.00113238
1703,40.7194,-73.9915,2,17,26,-9,0.000555
1705,40.7517,-73.9875,2,1,26,-25,0.00146687
1707,40.6867,-73.939,2,11,13,-2,0.000188333
1708,40.7189,-73.9927,2,62,60,2,0.000325833
1710,40.6664,-73.9606,2,4,16,-12,0.000809444
1711,40.6685,-73.9282,2,8,15,-7,0.00108826
1720,40.7093,-74.0132,2,43,35,8,0.00190604
1721,40.674,-73.9277,2,8,16,-8,0.000541146
1724,40.7429,-73.952,2,1,4,-3,0.00234944
1729,40.7428,-74.0075,2,36,5,31,0.000970968
1730,40.6592,-74.0066,2,23,1,22,0.000832659
1734,40.6951,-73.9872,2,2,10,-8,0.00131708
1737,40.6527,-74.0024,2,28,2,26,0.0006055
1749,40.6549,-73.9622,2,17,21,-4,0.000286667
1754,40.7205,-73.9949,2,32,33,-1,5e-06
1755,40.6902,-73.992,2,4,4,0,0
1760,40.6697,-73.9503,2,2,13,-11,0.000634864
1762,40.6535,-74.009,2,24,16,8,0.000282146
1765,40.7038,-73.9907,2,20,24,-4,0.000419583
1773,40.7236,-73.9995,2,51,34,17,0.000333824
1776,40.6708,-73.9577,2,0,6,-6,0.00240861
1787,40.6764,-73.9987,2,26,28,-2,0.000280833
1788,40.6924,-73.9934,2,7,4,3,0.000759444
1789,40.6931,-73.9718,2,16,20,-4,0.000465833
1790,40.7133,-73.9901,2,31,34,-3,0.000453333
1793,40.7317,-74.0067,2,42,42,0,0
1794,40.6566,-73.9839,2,9,8,1,5.5e-05
1803,40.6487,-74.0065,2,4,18,-14,0.000905024
1805,40.7093,-73.9561,2,11,11,0,0
1810,40.7202,-73.99,2,29,36,-7,0.000615238
1812,40.6801,-73.9536,2,2,3,-1,0.000711167
1813,40.6773,-73.9828,2,22,16,6,0.000323889
1814,40.7546,-73.9659,2,12,22,-10,0.0011705
1815,40.6643,-73.9592,2,9,14,-5,0.000544433
1816,40.6481,-73.9724,2,24,26,-2,0.000222333
1822,40.735,-74.007,2,38,40,-2,0.000249167
1826,40.7246,-73.9957,2,25,19,6,0.000303056
1835,40.687,-73.9766,2,7,4,3,0.00107778
1843,40.6892,-73.9886,2,37,9,28,0.000798631
1844,40.673,-73.939,2,5,8,-3,0.000323333
1847,40.6784,-74.0001,2,13,19,-6,0.000683056
1848,40.6726,-73.9898,2,13,3,10,0.000807167
1851,40.7272,-73.9768,2,17,34,-17,0.000957745
1853,40.6681,-73.9838,2,4,5,-1,0.000141667
1858,40.7041,-73.9482,2,4,10,-6,0.000424028
1859,40.6687,-73.9799,2,3,3,0,0
1863,40.7428,-73.9847,2,0,4,-4,0.00235333
1864,40.6447,-73.9632,2,17,20,-3,0.000358167
1865,40.7111,-74.0094,2,5,34,-29,0.000744195
1866,40.6681,-73.9736,2,0,25,-25,0.000887667
1867,40.7304,-74.0021,2,33,57,-24,0.000824792
1872,40.696,-73.9901,2,26,6,20,0.0005825
1875,40.6761,-73.9217,2,3,15,-12,0.000545208
1876,40.7496,-73.9881,2,0,60,-60,0.00139919
1878,40.7285,-73.9818,2,47,61,-14,0.00101167
1880,40.6591,-73.9885,2,14,17,-3,0.000918333
1884,40.7439,-73.9797,2,10,44,-34,0.000871569
1886,40.7047,-74.0093,2,28,10,18,0.000233889
1889,40.685,-73.9862,2,7,17,-10,0.000509667
1891,40.6334,-74.0166,2,17,23,-6,0.00101464
1893,40.6791,-73.9718,2,3,5,-2,0.0003625
1899,40.7008,-73.9887,2,43,5,38,0.000610482
1903,40.6533,-73.9364,2,16,19,-3,0.000179556
1906,40.6769,-73.9361,2,4,10,-6,0.000400194
1914,40.7334,-74.0085,2,59,64,-5,0.000306667
1915,40.6386,-74.0101,2,10,16,-6,0.000412444
1916,40.6862,-73.9447,2,8,12,-4,0.000667917
1917,40.7161,-73.952,2,9,16,-7,0.00085
1918,40.7022,-73.9826,2,29,12,17,0.000647578
1920,40.6585,-73.9855,2,3,18,-15,0.00115609
1923,40.6747,-74.0076,2,29,26,3,0.000105889
1926,40.6985,-73.9972,2,18,15,3,0.0001205
1928,40.7362,-73.9847,2,9,29,-20,0.001223
1933,40.7497,-74.003,2,12,32,-20,0.000366
1934,40.7584,-73.9826,2,0,7,-7,0.00319095
1936,40.746,-73.9863,2,23,8,15,0.00114878
1937,40.7083,-73.9487,2,16,19,-3,0.000412222
1942,40.6806,-73.9948,2,32,7,25,0.000657267
1943,40.7274,-73.9814,2,89,94,-5,0.000490667
1944,40.71,-74.0165,2,40,38,2,0.000470833
1945,40.6749,-74.0105,2,18,20,-2,0.000266083
1946,40.6793,-73.9815,2,38,18,20,0.00126558
1947,40.6681,-73.9505,2,3,7,-4,0.000958333
1950,40.658,-73.9896,2,18,16,2,0.000195
1959,40.6767,-73.9444,2,5,9,-4,0.000116542
1963,40.6727,-73.9541,2,3,10,-7,0.000369286
1964,40.6685,-73.9933,2,21,21,0,0
1970,40.7432,-74.0037,2,48,34,14,0.000287738
1971,40.6764,-73.9275,2,4,12,-8,0.000427396
1973,40.6907,-73.9513,2,4,7,-3,0.000767222
1974,40.7202,-74.0103,2,14,7,7,0.000559524
1975,40.7225,-73.9592,2,20,21,-1,8.16667e-05
1978,40.762,-73.997,2,23,42,-19,8.50877e-05
1980,40.6552,-73.9564,2,7,13,-6,0.000465
1981,40.7051,-73.9708,2,12,1,11,0.000748424
1982,40.6979,-73.9766,2,14,9,5,0.000664333
1983,40.6491,-74.0124,2,20,11,9,0.000455611
1988,40.6893,-73.9573,2,19,20,-1,0.000215
1993,40.6663,-73.9855,2,21,20,1,0.000291667
1996,40.7523,-73.9877,2,1,6,-5,0.00175933
1997,40.6686,-73.9904,2,20,23,-3,0.00111911
1999,40.6924,-73.9371,2,12,14,-2,0.000473333
2006,40.7003,-73.9916,2,14,30,-16,0.000837917
2007,40.7573,-73.9742,2,0,2,-2,0.0020275
2009,40.7284,-73.9997,2,43,57,-14,0.00084881
2010,40.7261,-73.9562,2,21,25,-4,0.000254167
2012,40.679,-73.9786,2,17,23,-6,0.0008175
2013,40.6778,-74.0095,2,15,9,6,0.000498972
2014,40.6452,-73.9707,2,19,19,0,0
2015,40.6977,-73.9848,2,10,15,-5,0.000712
2016,40.6507,-73.9777,2,16,19,-3,0.000732667
2017,40.7213,-74.0101,2,2,4,-2,0.000858333
2019,40.7175,-73.9585,2,8,12,-4,0.0003
2021,40.6656,-73.9371,2,10,16,-6,0.00073
2027,40.6732,-73.9569,2,3,11,-8,0.000926875
2028,40.7473,-73.9545,2,37,40,-3,0.00111944
2032,40.6883,-73.9509,2,3,15,-12,0.000938333
2034,40.7537,-73.9587,2,0,18,-18,0.000902565
2036,40.7501,-73.9984,2,28,37,-9,0.000895556
2037,40.7613,-73.9798,2,4,16,-12,0.000462361
2039,40.7058,-73.9633,2,10,15,-5,0.000561333
2043,40.742,-74.0083,2,50,14,36,0.000766944
2045,40.7328,-73.9958,2,41,51,-10,0.000802
2047,40.7122,-74.0105,2,11,60,-49,0.000590272
2051,40.6901,-73.9788,2,42,5,37,0.000869279
2054,40.6713,-73.9283,2,1,19,-18,0.000934694
2055,40.7125,-74.0111,2,15,96,-81,0.000886337
2057,40.7034,-74.0079,2,62,46,16,0.000151979
2058,40.6451,-73.9488,2,23,2,21,0.000984063
2060,40.648,-73.9556,2,15,17,-2,0.000429417
2070,40.7208,-73.9484,2,12,15,-3,0.000646667
2073,40.7019,-74.0109,2,22,1,21,0.000823651
2076,40.6701,-73.9254,2,12,18,-6,0.00133267
2077,40.683,-74.0035,2,17,32,-15,0.000306556
2078,40.7353,-73.998,2,50,66,-16,0.000255938
2083,40.6894,-73.9689,2,8,11,-3,0.000346667
2084,40.6662,-73.9925,2,30,27,3,-0.0585378
2085,40.7068,-73.9544,2,6,48,-42,0.000848929
2087,40.6517,-73.9812,2,16,20,-4,0.000385458
2091,40.7143,-73.9899,2,0,24,-24,0.00182076
2093,40.7314,-73.9949,2,23,13,10,0.000437983
2098,40.6553,-74.0031,2,16,11,5,0.0005254
2102,40.7277,-74.0113,2,10,3,7,0.00133071
4,40.7728,-73.9558,3,9,21,-12,0.000951389
6,40.8257,-73.9273,3,10,13,-3,0.000288778
9,40.814,-73.9119,3,7,8,-1,9.95e-05
10,40.8326,-73.9251,3,11,17,-6,0.000278083
12,40.8823,-73.9081,3,15,20,-5,0.0082607
19,40.7896,-73.9776,3,20,36,-16,0.000934479
20,40.7934,-73.9433,3,18,21,-3,0.000453667
26,40.8182,-73.9253,3,6,7,-1,0.000161667
27,40.8353,-73.9154,3,0,15,-15,0.00132957
28,40.8674,-73.9294,3,7,12,-5,0.0002454
30,40.7893,-73.9396,3,18,20,-2,0.000498333
33,40.8168,-73.9173,3,10,2,8,0.00090875
34,40.8681,-73.8815,3,24,20,4,0.000185667
36,40.8583,-73.9063,3,3,14,-11,0.000733636
39,40.8367,-73.8879,3,5,10,-5,0.000377733
42,40.8617,-73.8986,3,1,3,-2,0.00115692
44,40.8656,-73.8881,3,15,11,4,0.000382958
45,40.7859,-73.9548,3,21,3,18,0.00055787
50,40.8444,-73.878,3,15,9,6,0.000619583
56,40.8421,-73.9261,3,2,13,-11,0.000204561
58,40.7946,-73.9363,3,22,22,0,0
60,40.8382,-73.9361,3,3,3,0,0
61,40.7974,-73.9704,3,29,30,-1,0.000138333
63,40.81,-73.9552,3,23,25,-2,0.000261333
64,40.8303,-73.9234,3,2,13,-11,0.00058447
67,40.8232,-73.9559,3,7,27,-20,0.000701058
70,40.7834,-73.9809,3,5,34,-29,0.000969138
73,40.7835,-73.9553,3,22,30,-8,0.00111854
75,40.8072,-73.9418,3,20,18,2,0.000199417
77,40.8419,-73.8855,3,17,17,0,0
79,40.758,-73.966,3,6,13,-7,0.000568571
80,40.8145,-73.925,3,13,12,1,0.000106333
83,40.8305,-73.9046,3,4,7,-3,0.0001395
84,40.7921,-73.9739,3,10,3,7,0.00106476
86,40.8313,-73.9467,3,1,13,-12,0.00112044
92,40.7683,-73.9886,3,22,29,-7,0.00033119
93,40.8714,-73.8884,3,6,10,-4,0.00036425
95,40.8188,-73.8882,3,10,10,0,0
98,40.8276,-73.8867,3,12,2,10,0.000825833
99,40.8552,-73.9128,3,1,9,-8,0.000650271
102,40.7746,-73.9237,3,5,10,-5,0.000310433
103,40.8431,-73.8915,3,10,15,-5,0.000624367
109,40.8447,-73.8851,3,5,19,-14,0.000728143
110,40.8004,-73.911,3,13,6,7,0.000390976
111,40.8305,-73.8947,3,14,15,-1,0.000335333
116,40.8503,-73.893,3,19,8,11,0.00103755
125,40.7817,-73.9459,3,25,32,-7,0.000486429
126,40.8051,-73.9189,3,20,13,7,0.000752929
129,40.8712,-73.8992,3,2,16,-14,0.000839071
132,40.8405,-73.9115,3,5,4,1,5.08333e-05
133,40.7775,-73.9225,3,12,19,-7,0.000592619
140,40.8585,-73.9027,3,8,22,-14,0.00049531
145,40.8316,-73.9149,3,19,18,1,0.0004755
146,40.8279,-73.9271,3,9,5,4,0.0005875
149,40.8599,-73.8914,3,27,7,20,0.000922267
151,40.8681,-73.8841,3,17,16,1,0.000254833
152,40.7872,-73.9813,3,21,60,-39,0.000886197
156,40.8666,-73.8979,3,12,3,9,0.000675407
157,40.7786,-73.9775,3,3,25,-22,0.00122303
160,40.877,-73.8894,3,3,4,-1,6.66667e-06
161,40.7687,-73.8907,3,18,21,-3,0.000566611
162,40.8422,-73.8985,3,17,22,-5,0.0002054
167,40.8434,-73.8825,3,4,18,-14,0.00102369
168,40.8232,-73.9233,3,6,4,2,0.0001535
173,40.8143,-73.959,3,26,35,-9,0.000496889
176,40.8532,-73.9272,3,5,18,-13,0.000682949
178,40.8559,-73.9005,3,2,23,-21,0.000901921
179,40.8142,-73.9039,3,15,17,-2,0.00028175
184,40.8392,-73.899,3,2,4,-2,0.000705833
188,40.8496,-73.9161,3,3,8,-5,0.000521567
189,40.7802,-73.9773,3,9,43,-34,0.00100451
196,40.7768,-73.9346,3,19,20,-1,0.000567
197,40.8781,-73.8919,3,1,5,-4,0.000425
205,40.7825,-73.9145,3,13,19,-6,0.000994444
208,40.7882,-73.9704,3,11,37,-26,0.000711346
211,40.768,-73.9685,3,2,14,-12,0.001405
213,40.7603,-73.9222,3,1,15,-14,0.00182131
219,40.8393,-73.8864,3,14,18,-4,0.000733
224,40.8359,-73.8931,3,0,13,-13,0.000875346
226,40.8074,-73.9192,3,16,5,11,0.000679848
227,40.8395,-73.913,3,0,11,-11,0.00136442
229,40.834,-73.9451,3,8,24,-16,0.000663677
236,40.7728,-73.9499,3,31,39,-8,0.000854583
