Station,Latitude,Longitude,Cluster,CurrentInventory,OptimalInventory,InventoryDiff,BCRF
1670,40.7269,-73.9586,1,31,30,1,0.00015
1673,40.7164,-73.9482,1,20,20,0,0
1677,40.6771,-73.9008,1,14,5,9,0.000891907
1680,40.7505,-73.8977,1,18,12,6,0.000450639
1681,40.7401,-74.0053,1,26,24,2,0.0001825
1682,40.7303,-73.9539,1,22,20,2,0.0008425
1683,40.7409,-73.9027,1,17,25,-8,0.00116931
1687,40.7432,-73.908,1,9,15,-6,0.000451694
1693,40.7475,-73.8937,1,0,7,-7,0.00157119
1698,40.7623,-73.9879,1,18,9,9,0.000506481
1700,40.6962,-73.9437,1,13,1,12,0.00184042
1704,40.7138,-73.9351,1,15,5,10,0.000810667
1709,40.7577,-73.9077,1,9,18,-9,0.000580056
1712,40.6786,-73.9037,1,1,6,-5,0.00169517
1713,40.759,-73.9938,1,24,20,4,0.000691667
1714,40.7044,-73.9284,1,18,19,-1,0.0001685
1715,40.7382,-73.9274,1,9,15,-6,0.000304444
1716,40.7126,-73.9626,1,21,18,3,0.000753333
1717,40.692,-73.9262,1,10,19,-9,0.000682778
1718,40.7471,-73.855,1,9,14,-5,0.000162033
1723,40.7471,-73.929,1,7,2,5,0.000685267
1725,40.7199,-73.9056,1,19,15,4,-0.00441262
1728,40.6904,-73.9037,1,20,19,1,0.000109
1731,40.7491,-73.8917,1,0,3,-3,0.00198
1732,40.7062,-73.9339,1,28,16,12,0.000985972
1735,40.6988,-73.9007,1,5,13,-8,0.000998938
1745,40.7477,-73.8665,1,4,19,-15,0.000817611
1747,40.6808,-73.9461,1,6,4,2,0.0003325
1750,40.7372,-73.8662,1,10,2,8,0.000519354
1753,40.6515,-73.9628,1,14,11,3,0.000308889
1757,40.6692,-73.9554,1,17,10,7,0.000468095
1758,40.7721,-73.8952,1,20,13,7,0.000505405
1759,40.7488,-73.8628,1,9,4,5,0.00104733
1761,40.6845,-73.9322,1,8,10,-2,0.000126667
1763,40.7547,-73.8946,1,14,14,0,0
1764,40.7505,-73.9051,1,8,10,-2,8.43333e-05
1767,40.7486,-73.8762,1,0,9,-9,0.00228889
1771,40.7056,-73.9215,1,11,14,-3,0.000362222
1774,40.7596,-73.8822,1,10,17,-7,0.0013771
1775,40.7573,-73.8902,1,19,20,-1,0.000313333
1778,40.7615,-73.9901,1,38,34,4,0.000357083
1782,40.7348,-73.8743,1,36,18,18,0.000714759
1783,40.693,-73.916,1,13,12,1,0.00021
1786,40.7081,-73.8955,1,6,11,-5,0.000559767
1795,40.7453,-73.9219,1,11,17,-6,0.000735278
1796,40.714,-73.9279,1,16,7,9,0.000628389
1797,40.7054,-73.9298,1,18,7,11,0.000904697
1800,40.699,-73.9152,1,5,16,-11,0.000740773
1804,40.741,-73.8803,1,23,6,17,0.000631824
1806,40.7539,-73.8839,1,5,20,-15,0.000692611
1817,40.7839,-73.9127,1,14,9,5,0.000641267
1818,40.6749,-73.9112,1,15,16,-1,9.41667e-05
1819,40.7064,-73.9194,1,12,14,-2,0.00083525
1820,40.7396,-73.9452,1,16,3,13,0.000712
1821,40.6905,-73.9235,1,11,6,5,0.000402667
1823,40.7446,-73.9114,1,0,14,-14,0.0012176
1825,40.6828,-73.9062,1,0,8,-8,0.00157515
1827,40.7317,-73.9016,1,17,18,-1,0.0006605
1828,40.751,-73.908,1,17,16,1,0.000102167
1829,40.6673,-73.934,1,15,8,7,0.001165
1832,40.661,-73.948,1,22,21,1,0.00145833
1833,40.702,-73.9238,1,19,21,-2,0.0004275
1834,40.6472,-73.9435,1,17,12,5,0.000183633
1836,40.6893,-73.9095,1,14,9,5,0.000470333
1838,40.6915,-73.9215,1,8,15,-7,0.000418333
1839,40.7358,-73.9018,1,16,18,-2,0.000397833
1850,40.7453,-73.9906,1,19,12,7,0.000460714
1854,40.6558,-73.9432,1,9,3,6,0.000590278
1855,40.7424,-73.8725,1,19,10,9,0.00070413
1856,40.7407,-73.9816,1,30,27,3,0.000828333
1860,40.6466,-73.954,1,18,15,3,0.00169639
1861,40.7699,-73.9184,1,9,6,3,0.000433889
1868,40.7547,-73.9974,1,12,7,5,0.000571
1869,40.7153,-73.9602,1,32,15,17,0.000338137
1870,40.7058,-73.9129,1,14,10,4,0.000574167
1871,40.718,-73.9182,1,8,5,3,0.000253111
1873,40.7041,-73.9041,1,9,17,-8,0.00128038
1877,40.7291,-73.9578,1,28,25,3,0.000925
1883,40.7023,-73.9014,1,12,16,-4,0.000715417
1885,40.7104,-73.9653,1,32,23,9,0.00169111
1888,40.7729,-73.8968,1,18,17,1,0.000296833
1890,40.6993,-73.923,1,16,17,-1,9.33333e-05
1892,40.7223,-73.9121,1,19,14,5,0.000384967
1894,40.717,-73.9449,1,14,15,-1,0.000396667
1896,40.7394,-73.9213,1,14,15,-1,0.000248333
1898,40.7421,-73.8542,1,19,12,7,0.000905214
1900,40.7139,-73.903,1,13,18,-5,0.0007586
1905,40.7422,-73.9294,1,5,1,4,0.000532917
1909,40.6563,-73.9365,1,17,11,6,0.000575944
1911,40.7216,-73.9455,1,17,14,3,0.000732222
1912,40.7182,-73.9552,1,43,17,26,0.000997372
1913,40.7558,-73.9127,1,8,5,3,0.000375556
1921,40.7558,-73.8662,1,3,18,-15,0.00132402
1929,40.7614,-73.8603,1,22,13,9,0.000314204
1930,40.7104,-73.9471,1,16,14,2,0.000306667
1938,40.7575,-73.8684,1,4,19,-15,0.000953989
1941,40.7458,-73.8594,1,15,6,9,0.000667333
1948,40.7442,-73.9712,1,26,14,12,0
1953,40.721,-73.907,1,15,13,2,7.85e-05
1956,40.7496,-73.8668,1,1,1,0,0
1967,40.7462,-73.8776,1,10,17,-7,0.000700762
1968,40.7415,-73.8748,1,17,4,13,0.000672385
1969,40.7376,-73.8596,1,20,21,-1,6.75e-05
1972,40.7734,-73.9138,1,14,8,6,0.000646639
1977,40.7027,-73.9498,1,8,5,3,0.000130222
1984,40.7315,-73.9853,1,45,40,5,0.000610667
1985,40.7602,-73.8777,1,18,20,-2,0.000568083
1986,40.7016,-73.9088,1,10,14,-4,0.000265333
1990,40.7613,-73.8667,1,9,15,-6,0.000482528
1991,40.745,-73.9036,1,4,5,-1,0.000503333
1994,40.6865,-73.9132,1,4,14,-10,0.000793033
2000,40.7429,-73.9139,1,8,18,-10,0.0007343
2002,40.7357,-73.9039,1,12,5,7,0.000332024
2004,40.7459,-73.8992,1,20,7,13,0.000558641
2011,40.7445,-73.9141,1,17,23,-6,0.0009025
2018,40.7539,-73.915,1,13,21,-8,0.000695667
2020,40.7087,-73.9259,1,14,9,5,0.000353
2023,40.7055,-73.9394,1,14,18,-4,0.000597167
2025,40.6685,-73.9191,1,6,2,4,0.000951667
2026,40.724,-73.9085,1,15,11,4,0.000320125
2029,40.7609,-73.8731,1,19,19,0,0
2030,40.7107,-73.9337,1,21,6,15,0.00121078
2031,40.7169,-73.902,1,13,15,-2,0.000313
2033,40.7428,-73.8958,1,6,14,-8,0.000745729
2035,40.7454,-73.8558,1,14,20,-6,0.000746139
2038,40.6863,-73.9358,1,18,15,3,0.000252778
2042,40.7425,-73.8781,1,19,23,-4,0.000733667
2053,40.6943,-73.9463,1,17,9,8,0.00249063
2056,40.7456,-73.9457,1,25,5,20,0.00125617
2059,40.7757,-73.9507,1,28,22,6,0.000808056
2063,40.7429,-73.9892,1,11,7,4,0.000766667
2066,40.7533,-73.9059,1,12,8,4,0.000798042
2068,40.7448,-73.9384,1,10,5,5,0.000772
2069,40.7141,-73.9523,1,16,13,3,0.000329444
2072,40.7514,-74.0052,1,33,28,5,0.000394667
2075,40.7532,-73.853,1,27,6,21,0.000519103
2081,40.7303,-73.9042,1,14,3,11,0.00120036
2082,40.7781,-73.8996,1,11,3,8,0.000731458
2086,40.7203,-73.9571,1,30,21,9,0.000197593
2095,40.6995,-73.8887,1,14,7,7,0.000659024
2099,40.7433,-73.8908,1,12,6,6,0.000849444
2100,40.6972,-73.8936,1,12,15,-3,0.000636667
2103,40.7111,-73.903,1,11,17,-6,0.000871167
2104,40.7438,-73.9418,1,7,0,7,0.000869071
2107,40.6776,-73.9556,1,12,8,4,0.000452083
2109,40.7557,-73.9034,1,8,15,-7,0.000720214
1,40.6444,-73.9843,2,12,20,-8,0.000687437
2,40.766,-73.9831,2,2,35,-33,0.00116515
3,40.6854,-73.9743,2,4,5,-1,8.5e-05
7,40.737,-73.9901,2,12,16,-4,0.0004
15,40.6491,-74.0095,2,9,19,-10,0.000605533
16,40.7241,-74.0097,2,22,24,-2,0.0001175
17,40.7345,-73.9907,2,4,9,-5,0.002098
21,40.6933,-73.977,2,51,42,9,0.00116685
22,40.7252,-73.9777,2,13,39,-26,0.000812949
23,40.6867,-73.9474,2,5,10,-5,0.000774
24,40.645,-73.9582,2,25,10,15,0.00118378
25,40.6794,-73.968,2,4,5,-1,0.000455
29,40.7163,-74.0091,2,13,40,-27,0.000684691
31,40.7249,-73.9921,2,36,21,15,0.000550778
35,40.7365,-73.9781,2,11,20,-9,0.00102204
37,40.6637,-73.963,2,0,3,-3,0.00160139
40,40.7133,-74.0094,2,6,6,0,0
41,40.7204,-73.9617,2,0,37,-37,0.00105644
48,40.7012,-74.0123,2,40,16,24,0.000342222
52,40.7091,-74.0104,2,19,6,13,0.000205641
54,40.6868,-73.9797,2,13,8,5,0.000227
55,40.6758,-73.9562,2,9,20,-11,0.000600758
59,40.7208,-73.9779,2,29,43,-14,0.000924167
62,40.6485,-73.9706,2,26,27,-1,5.91667e-05
65,40.6694,-73.9451,2,2,15,-13,0.00121449
66,40.7549,-73.9845,2,5,9,-4,0.000682083
71,40.6772,-74.0157,2,15,30,-15,0.000820433
72,40.6854,-73.9913,2,17,14,3,0.000206667
74,40.6413,-74.0177,2,25,14,11,0.000589152
76,40.738,-73.9964,2,6,48,-42,0.000741579
82,40.7222,-73.9837,2,49,73,-24,0.000415139
85,40.6541,-74.0042,2,17,16,1,0.000136667
89,40.7131,-73.9945,2,31,34,-3,0.000587222
90,40.6879,-73.9894,2,29,4,25,0.000618867
91,40.6792,-73.9588,2,8,15,-7,0.000487619
96,40.6487,-73.9463,2,12,20,-8,0.000655396
100,40.6495,-73.9541,2,11,15,-4,0.000761667
101,40.6852,-73.9411,2,11,14,-3,0.000490556
105,40.7014,-73.9867,2,3,3,0,0
107,40.6743,-74.0019,2,11,18,-7,0.000520048
108,40.6581,-73.9567,2,6,16,-10,0.000979867
112,40.6687,-73.9618,2,2,16,-14,0.000454762
113,40.7593,-73.9886,2,1,50,-49,0.00141401
115,40.7221,-73.9972,2,18,12,6,0.000616944
119,40.7342,-73.9869,2,12,43,-31,0.000436828
121,40.6993,-73.9533,2,14,18,-4,0.000441375
123,40.7356,-73.9587,2,20,23,-3,0.000198889
127,40.7485,-73.9826,2,0,36,-36,0.00113926
130,40.6958,-73.9736,2,16,18,-2,0.0006275
131,40.6962,-73.9914,2,1,30,-29,0.00114351
135,40.7158,-73.9942,2,21,22,-1,0.00012
136,40.6602,-73.991,2,18,17,1,5e-06
139,40.6938,-73.9311,2,1,16,-15,0.00146857
142,40.6752,-73.9815,2,14,24,-10,0.000904
147,40.6976,-73.9489,2,4,4,0,0
153,40.6924,-73.9895,2,4,16,-12,0.00148139
159,40.7418,-74.0015,2,5,65,-60,0.000829889
169,40.7354,-74.0048,2,74,75,-1,5.16667e-05
170,40.7046,-74.0136,2,13,2,11,0.000769091
172,40.677,-73.9658,2,6,10,-4,0.000575
175,40.7488,-73.9701,2,19,53,-34,0.000869167
177,40.6659,-73.926,2,15,19,-4,0.000300417
180,40.6357,-74.02,2,12,18,-6,0.000663389
182,40.7209,-73.9809,2,41,52,-11,0.000506061
183,40.7001,-73.9862,2,42,27,15,0.000345556
186,40.6401,-74.0157,2,3,29,-26,0.000855462
192,40.7502,-73.9712,2,12,38,-26,0.000836603
193,40.6445,-73.9449,2,16,16,0,0
195,40.6851,-74.0254,2,31,17,14,0.000182071
199,40.6468,-73.9493,2,17,18,-1,0.000293167
201,40.7251,-73.9813,2,30,50,-20,0.000845083
203,40.7417,-73.9781,2,17,28,-11,0.000544545
204,40.7274,-73.9884,2,67,39,28,0.000482333
206,40.6923,-74.0149,2,13,26,-13,0.000501231
207,40.691,-73.992,2,16,13,3,5.38889e-05
210,40.7057,-74.0168,2,31,30,1,6.33333e-05
215,40.6562,-74.0093,2,40,1,39,0.000945192
216,40.7025,-73.9868,2,0,3,-3,0.00265778
220,40.6765,-73.9785,2,32,37,-5,0.000602667
225,40.7435,-74.0037,2,20,36,-16,0.000874167
230,40.7176,-74.0055,2,5,46,-41,0.000615366
231,40.6764,-73.9529,2,5,7,-2,0.000203333
232,40.7019,-74.0139,2,62,5,57,0.000728801
234,40.6516,-73.9353,2,9,19,-10,0.00041725
235,40.7096,-74.0066,2,9,34,-25,0.0010938
238,40.7465,-73.9973,2,7,59,-52,0.00105897
239,40.6516,-73.9722,2,27,2,25,0.000870667
240,40.6425,-74.0061,2,5,9,-4,0.000225417
241,40.682,-73.9908,2,23,23,0,0
251,40.6793,-73.9752,2,14,3,11,0.00124106
255,40.748,-73.9966,2,13,27,-14,0.000717143
256,40.7397,-73.991,2,33,9,24,0.00143181
258,40.6599,-73.9775,2,17,21,-4,0.000311125
260,40.7258,-73.9742,2,10,36,-26,0.000986667
268,40.6794,-74.0079,2,12,12,0,0
269,40.672,-73.9254,2,5,17,-12,0.00129844
274,40.7431,-73.9822,2,3,45,-42,0.0011946
276,40.692,-73.9654,2,38,17,21,0.000912857
277,40.6871,-74.0168,2,10,23,-13,0.000305744
279,40.6603,-73.9604,2,6,8,-2,0.000149833
280,40.7,-73.9744,2,2,1,1,0
285,40.7632,-73.9784,2,0,4,-4,0.00334667
289,40.6909,-73.9961,2,17,18,-1,0.000158333
292,40.6464,-74.0231,2,24,1,23,0.000811674
294,40.6876,-74.0016,2,17,17,0,0
296,40.7087,-73.9449,2,10,21,-11,0.000538182
300,40.6487,-73.9522,2,16,18,-2,0.000173083
301,40.7198,-74.0052,2,21,14,7,0.00047881
302,40.7099,-73.9401,2,11,18,-7,0.000843381
307,40.7359,-73.9821,2,20,71,-51,0.000784118
308,40.7151,-73.9842,2,75,65,10,0.00224
311,40.6747,-73.9979,2,7,4,3,0.000705556
315,40.6737,-73.922,2,8,17,-9,0.000651778
322,40.7028,-73.9938,2,12,13,-1,0.000138333
325,40.7593,-73.9676,2,3,15,-12,0.000922222
326,40.7653,-73.9819,2,1,13,-12,0.00281736
330,40.6716,-73.9631,2,0,5,-5,0.00169567
342,40.7467,-74.0078,2,45,5,40,0.00112171
343,40.6735,-73.9336,2,0,15,-15,0.000764889
345,40.6961,-73.9675,2,47,33,14,0.000585
348,40.6736,-74.012,2,16,9,7,0.000452881
349,40.7348,-73.9921,2,30,13,17,0.00123333
351,40.6961,-73.978,2,23,48,-25,0.00076016
352,40.6394,-74.0268,2,17,17,0,0
354,40.6795,-73.9471,2,2,20,-18,0.000820824
357,40.6979,-73.9699,2,7,20,-13,0.00162936
358,40.7634,-73.9827,2,5,19,-14,0.000916548
360,40.6998,-73.9714,2,1,2,-1,0.000566667
361,40.7114,-74.0148,2,38,26,12,0.000441389
366,40.7191,-73.9997,2,26,5,21,0.000873651
370,40.7667,-73.9906,2,7,22,-15,0.000833778
383,40.7036,-74.0067,2,19,42,-23,0.00145188
384,40.6631,-73.9539,2,7,13,-6,0.000833167
388,40.6511,-73.9419,2,13,21,-8,0.000850375
391,40.7279,-74.0054,2,23,18,5,0.000241
392,40.7378,-73.9999,2,15,28,-13,0.000557436
397,40.7072,-73.9237,2,27,24,3,-0.111136
398,40.7637,-73.9852,2,11,27,-16,0.00126906
399,40.7397,-73.9946,2,8,11,-3,0.000347778
401,40.7211,-73.9919,2,55,50,5,0.000207667
406,40.6887,-73.9552,2,12,14,-2,0.000231667
407,40.64,-74.0232,2,22,9,13,0.000273577
411,40.7156,-73.987,2,61,62,-1,6.16667e-05
412,40.6457,-73.9433,2,13,19,-6,0.00023175
413,40.637,-74.0221,2,17,17,0,0
415,40.6595,-73.9801,2,19,19,0,0
422,40.6864,-73.9568,2,17,18,-1,8.66667e-05
428,40.7107,-74.0035,2,15,18,-3,0.000153889
429,40.7173,-73.9907,2,41,32,9,0.00115111
430,40.685,-73.9944,2,22,19,3,0.000215
434,40.7469,-74.0045,2,13,69,-56,0.00103464
436,40.7147,-74.0091,2,22,33,-11,0.000479848
440,40.7205,-73.959,2,30,44,-14,0.00105238
441,40.7169,-74.0065,2,32,21,11,0.000535303
443,40.6897,-73.9335,2,7,11,-4,0.000772083
446,40.7332,-73.9757,2,31,52,-21,0.000912698
448,40.7546,-73.9918,2,9,52,-43,0.000610388
450,40.7298,-73.9746,2,26,34,-8,0.000339375
452,40.6686,-73.987,2,20,5,15,0.000640356
457,40.7457,-74.0051,2,14,41,-27,0.000755741
458,40.7313,-73.9885,2,48,40,8,0.000315208
459,40.7237,-73.9757,2,22,24,-2,0.000240833
461,40.6626,-73.9456,2,20,17,3,-0.0478112
464,40.6848,-73.9992,2,20,17,3,0.000777778
465,40.6454,-73.9327,2,13,18,-5,0.000460667
466,40.757,-73.9826,2,8,15,-7,0.000755
469,40.7037,-73.9543,2,1,1,0,0
470,40.6438,-73.9687,2,13,15,-2,0.000333167
471,40.6933,-73.9285,2,7,20,-13,0.000746359
472,40.7559,-74.0021,2,17,3,14,0.000653214
481,40.7599,-73.9765,2,1,7,-6,0.000848889
484,40.7075,-74.0011,2,19,20,-1,8.66667e-05
485,40.7469,-74.0082,2,0,6,-6,0.00233333
487,40.7072,-74.0089,2,7,48,-41,0.000855081
488,40.6382,-74.0247,2,21,23,-2,0.00022375
492,40.7444,-73.9559,2,32,61,-29,0.00062954
497,40.6417,-73.9636,2,19,22,-3,0.000521722
500,40.7521,-73.9678,2,19,60,-41,0.0012689
501,40.7305,-73.9991,2,35,56,-21,0.000912302
502,40.6426,-74.0169,2,6,19,-13,0.000885577
504,40.7142,-73.9811,2,27,32,-5,0.000958667
505,40.679,-74.0112,2,31,37,-6,0.000489028
506,40.6882,-73.9668,2,10,15,-5,0.000453
507,40.7149,-74.0112,2,31,6,25,0.00065
509,40.646,-73.981,2,17,17,0,0
511,40.7081,-74.0136,2,0,53,-53,0.00114704
513,40.6596,-73.9951,2,18,8,10,0.000450717
514,40.7462,-73.9886,2,17,19,-2,0.000354167
516,40.7572,-73.9781,2,0,8,-8,0.00124167
517,40.6819,-73.9594,2,26,27,-1,0.000226667
518,40.6777,-73.9936,2,41,46,-5,0.000345933
523,40.7241,-73.979,2,21,23,-2,0.000185
527,40.7115,-73.9867,2,23,28,-5,0.000899
528,40.7597,-73.974,2,2,2,0,0
530,40.7258,-74.0077,2,36,36,0,0
531,40.677,-73.9865,2,22,9,13,0.00057359
532,40.7399,-73.9896,2,6,12,-6,0.00128056
533,40.7634,-73.9772,2,1,13,-12,0.00153014
535,40.6408,-74.011,2,4,18,-14,0.00081456
536,40.7176,-74.0159,2,17,15,2,0.0001475
537,40.7178,-73.9932,2,42,14,28,0.000827619
539,40.7085,-73.9641,2,17,17,0,0
541,40.6743,-73.9503,2,10,10,0,0
550,40.7541,-73.9961,2,2,9,-7,0.000539762
552,40.6901,-73.9479,2,8,15,-7,0.000655
555,40.7354,-73.9943,2,11,26,-15,0.000588333
557,40.6772,-73.9228,2,8,17,-9,0.000562796
559,40.6871,-73.9301,2,9,16,-7,0.000802619
561,40.7634,-73.9967,2,4,6,-2,0.0006325
564,40.6618,-73.9344,2,17,17,0,0
570,40.6747,-73.9251,2,14,19,-5,0.000626867
578,40.694,-73.9947,2,11,19,-8,0.000424167
581,40.6829,-73.9932,2,21,23,-2,0.00032
582,40.7026,-73.9894,2,0,20,-20,0.00172658
584,40.6533,-73.9617,2,14,18,-4,0.00042375
589,40.681,-73.95,2,4,7,-3,0.000241667
597,40.6609,-73.9868,2,10,18,-8,0.00081875
598,40.7636,-73.9892,2,14,16,-2,0.000104167
599,40.7198,-73.9787,2,45,36,9,0.00155296
601,40.7188,-73.996,2,27,37,-10,0.0009215
602,40.6751,-73.9472,2,13,13,0,0
605,40.7391,-73.9797,2,11,57,-46,0.000801159
606,40.7546,-73.9952,2,4,27,-23,0.000844493
610,40.7194,-74.0025,2,66,22,44,0.000590152
612,40.745,-73.9575,2,6,22,-16,0.000425208
618,40.7432,-73.9745,2,39,15,24,3.88889e-05
622,40.6626,-73.9986,2,21,18,3,0.000188778
626,40.655,-73.9377,2,18,19,-1,0.000148
629,40.6513,-73.9382,2,8,22,-14,0.000643071
631,40.6399,-74.0198,2,14,13,1,0.0002285
632,40.6875,-73.9727,2,7,26,-19,0.000146404
634,40.7322,-73.9817,2,14,40,-26,0.00109872
637,40.6538,-73.9527,2,12,16,-4,0.000572542
638,40.6601,-73.9986,2,15,9,6,0.00046125
640,40.6765,-73.9594,2,17,19,-2,0.000285
643,40.7526,-73.9968,2,0,30,-30,0.00193167
644,40.6397,-73.9681,2,16,17,-1,0.000396667
646,40.7117,-73.9919,2,26,20,6,0.00168333
648,40.6512,-74.0114,2,23,6,17,-0.00139786
649,40.6434,-74.0119,2,2,23,-21,0.000712444
650,40.6518,-73.9652,2,17,25,-8,0.000797708
651,40.7302,-73.991,2,56,18,38,0.00151886
652,40.6427,-74.0094,2,3,12,-9,0.000275907
653,40.642,-73.9811,2,0,7,-7,0.000580548
656,40.6405,-74.0256,2,19,15,4,0.000168792
657,40.6664,-73.9535,2,12,16,-4,0.000794167
659,40.734,-74.0029,2,36,52,-16,0.000719479
661,40.6377,-74.0178,2,15,21,-6,0.00098725
663,40.7262,-73.9838,2,26,34,-8,0.000516667
664,40.681,-73.9991,2,6,9,-3,0.000361111
665,40.7527,-74.0024,2,18,41,-23,0.000980145
666,40.7448,-73.9992,2,19,59,-40,0.00101625
667,40.7129,-73.957,2,18,24,-6,0.000418611
672,40.6631,-73.9606,2,7,11,-4,0.000202917
673,40.6751,-73.9878,2,72,2,70,0.000936152
677,40.751,-73.9877,2,4,25,-21,0.00107143
678,40.6403,-73.966,2,17,23,-6,0.000566472
679,40.7467,-73.9939,2,5,31,-26,0.000877372
683,40.6758,-73.9633,2,12,3,9,0.00112315
684,40.6447,-73.9745,2,13,21,-8,0.000718542
693,40.7478,-74.0006,2,38,63,-25,0.000637
700,40.6464,-74.0093,2,13,24,-11,0.000858667
703,40.6954,-73.9322,2,14,28,-14,0.000855238
704,40.7115,-74.0055,2,11,9,2,0.000135
706,40.6493,-74.0201,2,17,3,14,0.00107349
708,40.7279,-73.9541,2,9,11,-2,0.000239167
712,40.7175,-74.0132,2,61,1,60,0.00110475
725,40.7512,-73.9714,2,12,29,-17,0.000717647
732,40.6548,-74.0144,2,18,0,18,0.000942583
734,40.7032,-73.9406,2,20,34,-14,0.000860702
738,40.6947,-73.9836,2,25,37,-12,0.00108528
740,40.6935,-73.9819,2,20,35,-15,0.000724033
743,40.6669,-73.9425,2,8,10,-2,0.000201667
747,40.6525,-74.0089,2,19,6,13,-0.001045
752,40.7424,-73.9973,2,13,5,8,0.0006075
758,40.6626,-73.9956,2,12,17,-5,0.000384
763,40.741,-74.0017,2,27,28,-1,0.00016
768,40.7568,-73.9997,2,4,30,-26,0.000838397
771,40.6559,-73.9407,2,26,6,20,0.000757167
772,40.6876,-73.9697,2,31,27,4,5e-05
773,40.6577,-74.0011,2,15,5,10,0.00081705
777,40.725,-73.9907,2,74,81,-7,0.000620952
778,40.7379,-73.9851,2,9,36,-27,0.000928519
779,40.6809,-73.9757,2,11,5,6,0.000546944
781,40.6474,-73.9593,2,13,18,-5,0.000933633
782,40.7047,-74.008,2,26,22,4,0.00038
783,40.6724,-73.9309,2,12,18,-6,0.00070325
787,40.7277,-73.991,2,36,29,7,0.000253571
796,40.7477,-73.9849,2,22,35,-13,0.000563846
799,40.7535,-73.979,2,1,6,-5,0.00209233
801,40.7362,-74.0086,2,17,25,-8,0.000343333
803,40.6739,-73.9603,2,5,10,-5,0.000506333
805,40.7131,-73.9848,2,16,16,0,0
808,40.6885,-73.9648,2,26,30,-4,0.00043375
811,40.7326,-73.9901,2,24,13,11,0.000658485
814,40.6567,-73.9311,2,11,14,-3,0.000388667
818,40.6704,-73.9784,2,7,5,2,0.000125
819,40.6679,-73.9588,2,2,13,-11,0.000631909
826,40.7602,-73.9913,2,7,15,-8,0.000826458
828,40.7521,-73.9895,2,0,21,-21,0.00175937
829,40.7576,-73.9693,2,4,4,0,0
833,40.7449,-73.9535,2,1,22,-21,0.00104722
834,40.729,-73.994,2,20,11,9,0.000641852
837,40.7609,-74.0028,2,10,64,-54,0.00130463
839,40.7264,-74.0005,2,48,25,23,0.000583623
846,40.6444,-73.9659,2,21,3,18,0.000592241
848,40.7427,-73.9867,2,0,9,-9,0.00354444
851,40.7492,-73.9916,2,5,74,-69,0.00115314
858,40.6532,-73.9664,2,17,19,-2,0.000295833
864,40.6777,-73.969,2,6,17,-11,0.000547576
866,40.7278,-73.9856,2,55,62,-7,0.00098
869,40.6815,-73.9349,2,5,14,-9,0.000559167
870,40.7247,-73.9878,2,51,52,-1,0.000285
871,40.6658,-73.9569,2,9,24,-15,0.000875889
875,40.7372,-73.9812,2,8,37,-29,0.00105707
876,40.7054,-73.9498,2,5,13,-8,0.000601458
878,40.673,-73.9709,2,0,19,-19,0.00100211
882,40.7233,-73.9827,2,32,24,8,0.0015375
889,40.6844,-73.989,2,28,30,-2,0.000192417
895,40.6627,-73.9569,2,11,15,-4,0.000703333
898,40.6851,-73.9779,2,3,28,-25,0.000997667
899,40.7546,-73.9719,2,3,8,-5,0.00067
901,40.7058,-73.9464,2,9,16,-7,0.000515714
905,40.6502,-74.0156,2,18,2,16,0.00079826
906,40.7435,-74,2,5,74,-69,0.00105198
909,40.6936,-73.9622,2,43,47,-4,0.000258333
910,40.6764,-74.0032,2,14,15,-1,0.0001025
914,40.7553,-73.9676,2,8,35,-27,0.000864198
919,40.7127,-73.9878,2,36,35,1,0.000408333
922,40.7455,-74.002,2,18,46,-28,0.00084744
925,40.69,-73.9365,2,8,11,-3,0.000508889
928,40.6846,-73.9588,2,15,16,-1,0.000253333
935,40.7275,-73.9795,2,55,44,11,0.00114455
939,40.7231,-73.9858,2,57,62,-5,0.000537333
944,40.6917,-74,2,32,3,29,0.000853736
947,40.7462,-73.9718,2,20,24,-4,0.00033
948,40.6726,-73.9198,2,2,17,-15,0.000834567
949,40.7424,-73.9566,2,1,16,-15,0.00121411
950,40.684,-73.9498,2,10,10,0,0
951,40.6996,-73.9798,2,8,13,-5,0.000825
959,40.6609,-73.9831,2,9,16,-7,0.000437857
961,40.6976,-73.9934,2,4,7,-3,0.000358889
964,40.7504,-73.9834,2,4,7,-3,0.000478333
968,40.6909,-73.9552,2,14,21,-7,0.000830238
970,40.7164,-73.9659,2,0,38,-38,0.0014818
971,40.6831,-73.9979,2,21,32,-11,0.000443636
981,40.7548,-73.9882,2,0,41,-41,0.0017948
984,40.7571,-73.9721,2,2,5,-3,0.00120556
985,40.7203,-73.9988,2,33,26,7,0.000162619
987,40.6828,-73.9826,2,7,19,-12,0.00119833
988,40.6991,-73.9606,2,2,4,-2,0.000519167
989,40.6477,-73.9737,2,17,18,-1,0.000595
991,40.6723,-73.9476,2,8,11,-3,0.000361667
993,40.7322,-73.9889,2,20,32,-12,0.000235694
997,40.7071,-74.0073,2,24,20,4,0.000962917
1000,40.6731,-73.9691,2,0,46,-46,0.000894022
1001,40.7232,-74.0031,2,28,16,12,0.000616528
1004,40.7506,-73.9947,2,0,63,-63,0.00196481
1008,40.7425,-73.9489,2,3,20,-17,0.0010699
1012,40.7321,-74.0036,2,75,82,-7,0.000734286
1018,40.7607,-73.9804,2,1,4,-3,0.00191667
